text,categories,expected_category
"59--CIRCUIT CARD ASSEMB CONTACT INFORMATION|4|N791.12|LP8|2156976514|amelia.c.toften.civ@us.navy.mil| ITEM UNIQUE IDENTIFICATION AND VALUATION (JAN 2023)|19|||||||||||||||||||| HIGHER-LEVEL CONTRACT QUALITY REQUIREMENT|8||||||||| WIDE AREA WORKFLOW PAYMENT INSTRUCTIONS (JAN 2023)|16|invoice and receiving report||tbd|N00383|tbd|tbd|see schedule|tbd||||||||| NAVY USE OF ABILITYONE SUPPORT CONTRACTOR - RELEASE OF OFFEROR INFORMATION (3-18))|1|| EQUAL OPPORTUNITY (SEP 2016)|2||| EQUAL OPPORTUITY FOR WORKERS WITH DISABILITIES (JUN 2020)|2||| BUY AMERICAN-FREE TRADE AGREEMENTS-BALANCE OF PAYMENTS PROGRAM - BASIC (NOV\23)|5|||||| ALTERNATE A, ANNUAL REPRESENTATIONS AND CERTIFICATIONS (NOV 2023)|13|||||||||||||| BUY AMERICAN-FREE TRADE AGREEMENTS-BALANCE OF PAYMENTS PROGRAM CERTIFICATE-BASIC (NOV 2023))|5|||||| BUY AMERICAN--BALANCE OF PAYMENTS PROGRAM (NOV 2014)|1|| ROYALTY INFORMATION (APR 1984)|1|| ANNUAL REPRESENTATIONS AND CERTIFICATIONS (MAR 2023)|13|336412|1250|||||||||||| FACSIMILE PROPOSALS (OCT 1997)|1|| NOTICE OF PRIORITY RATING FOR NATIONAL DEFENSE, EMERGENCY PREPAREDNESS, ANDENERGY PROGRAM USE (APR 2008))|2||x| ALL CONTRACTUAL DOCUMENTS (I.E. CONTRACTS, PURCHASE ORDERS, TASK ORDERS       DELIVERY ORDERS AND MODIFICATIONS) RELATED TO THE INSTANT PROCUREMENT ARE     CONSIDERED TO BE ""ISSUED"" BY THE GOVERNMENT WHEN THE COPIES ARE EITHER        DEPOSITED IN THE MAIL, TRANSMITTED BY FACSIMILE, OR SENT BY OTHER ELECTRONIC  COMMERCE METHODS, SUSH AS EMAIL. THE GOVERNMENT'S ACCEPTANCE OF THE           CONTRACTOR'S PROPOSAL CONSTITUTES BILATERAL AGREEMENT TO ""ISSUE"" CONTRACTUAL  DOCUMENTS AS DETAILED HEREIN.  EARLY AND INCREMENTAL DELIVERIES ACCEPTED AND PREFERRED.",magnetic_cards,magnetic_cards
"99--CONT PWR SPLY ASSY CONTACT INFORMATION|4|N712.26|AEN|7176051226|ARYEL.A.RYAN.CIV@US.NAVY.MIL| ITEM UNIQUE IDENTIFICATION AND VALUATION (JAN 2023)|19|||||||||||||||||||| INSPECTION OF SUPPLIES--FIXED-PRICE (AUG 1996)|2||| WIDE AREA WORKFLOW PAYMENT INSTRUCTIONS (JAN 2023)|16|COMBO INVOICE AND RECEIVING||TBD|N00104|TBD|TBD|SEE SCHEDULE|TBD|SEE SCHEDULE||TBD|||||| NAVY USE OF ABILITYONE SUPPORT CONTRACTOR - RELEASE OF OFFEROR INFORMATION (3-18))|1|| EQUAL OPPORTUNITY (SEP 2016)|2||| ALTERNATE A, ANNUAL REPRESENTATIONS AND CERTIFICATIONS (NOV 2023)|13|||||||||||||| BUY AMERICAN-BALANCE OF PAYMENTS PROGRAM CERTIFICATE-BASIC (NOV 2014)|1|| ANNUAL REPRESENTATIONS AND CERTIFICATIONS (MAR 2023)|13|333998|700 EMP|||||||||||| NOTICE OF PRIORITY RATING FOR NATIONAL DEFENSE, EMERGENCY PERPARDENESS, AND ENRGY PROGAM USE (APRIL 2008))|2||X|    Accelerated delivery is encouraged and accepted before the delivery date(s) listed in the schedule. ^^ All freight is FOB Origin. This RFQ is for a buy.  The resultant award of this solicitation will be issued bilaterally, requiring the contractors written acceptance prior to execution.   Verify nomenclature, part number, and NSN prior to responding. Do NOT include the cost for shipping material. Freight is FOB Origin. Government source inspection and acceptance is required. Please provide the following information:  Unit Price:__________ FIRM  Total Price:__________ FIRM  Procurement Turnaround Time (PTAT) :__________  Awardee CAGE: __________  Inspection & Acceptance CAGE, if not at source:__________  Delivery Vehicle (if Delivery Order requested) (if your company has a current  BOA/IDIQ, for example) :__________ Required shipping procedure is military packaging and bar coding.   Important Traceability Notice 1. If you are not the manufacturer of the material you are offering, you must state who the manufacturer is (NAME & CAGE Code) and provide traceability information, if requested, prior to receiving an award. The evidence must be submitted within 2 days, or as otherwise specified, or the offer may not be considered. 2. By submitting a quotation or offer, the contractor agrees that, when the contractor is not the Manufacturer of the item, it is confirming that it currently has or will obtain before award and shall retain documented evidence (supply chain traceability documentation) that the item is from the approved manufacturer and conforms to the technical requirements. The retention period is five years after final payment under this contract. 3. At a minimum, the supply chain traceability documentation for the item shall include: basic item description, part number and/or national stock number, manufacturing source, manufacturing sources Commercial and Government Entity (CAGEE) code, and clear identification of the name and location of all supply chain intermediaries between the manufacturer to the contractor to item(s) acceptance by the Government. The documentation should also include, where available, the manufacturer's batch identification for the time(s), such as date codes lot codes, or serial numbers as date codes lot codes, or serial numbers. 4. Examples of traceability information/documentation: The invoice received by the offeror from the approved source ie. OEM or from an authorized dealer/distributor for the approved source. Or a letter/official email from the OEM confirming offeror is authorized to resell their items. Or the packing slip that accompanied the shipment to the offeror/ contractor from the approved source, or from an authorized dealer/distributor for the approved source. Any questions should be directed to the POC for this solicitation. \ 1.  SCOPE 1.1   This contract/purchase order contains the requirements for manufacture and the contract quality requirements for the CONT PWR SPLY ASSY . 2.  APPLICABLE DOCUMENTS 2.1   Applicable Documents - The document(s) listed below form a part of this contract/purchase order including modifications or exclusions. 2.1.1   ""Document References"" listed below must be obtained by the Contractor. Ordering information is included as an attachment to this contract/purchase order. DOCUMENT REF DATA=MIL-STD-130                   |    |  |N  |121116|A|  |  | 3.  REQUIREMENTS 3.1   Cage Code/Reference Number Items - The CONT PWR SPLY ASSY furnished under this contract/purchase order shall be the design represented by Cage Code(s) reference number(s).  Cage _______ ref. no.                      ;53711       8624281; 3.2   Marking - This item shall be physically identified in accordance with ;MIL-STD-130, REV N, 16 NOV 2012; . 3.3   Changes in Design, Material Servicing, or Part Number - Except for a Code 1 change, which shall be processed as provided in the code statement shown below, no substitution of items shall be made until the NAVICP-MECH Contracting Officer has notified and approval has been given by issuance of a written change order.  When any change in design, material, servicing or part number is made to replace or substitute any item to be furnished on this contract/purchase order, the Contractor shall furnish, for the substituting/replacement item, a drawing and an explanation of the reason for the change, explaining the reason therefor.  If finished detail drawings are not available, shop drawings in the form used by the manufacturer will be acceptable for Government evaluation.  When notifying the Procurement Contracting Officer of the reasons for making substitutions, the type of change shall be indicated by code number in accordance with one of the following statements: Code 1:  PART NUMBER CHANGE ONLY - If the Manufacturer's Part Number indicated thereon has changed, but the parts are identical in all respects, supply the item and advise NAVICP-MECH immediately of the new part number. Code 2:  Assembly (or set or kit) not furnished - Used following detail parts. Code 3:  Part not furnished separately - Use assembly. Code 4:  Part redesigned - Old and new parts are completely interchangeable. Code 5:  Part redesigned - New part replaces old.  Old part cannot replace new. Code 6:  Part redesigned - Parts not interchangeable. 4.  QUALITY ASSURANCE 4.1   Responsibility for Inspection - Unless otherwise specified in the contract/purchase order, the Contractor is responsible for the performance of all inspection requirements as specified herein.  Except as otherwise specified in the contract/purchase order, the Contractor may use his own or any other facilities suitable for the performance of the inspection requirements specified herein, unless disapproved by the Government.  The Government reserves the right to perform any of the inspections set forth in the specification where such inspections are deemed necessary to assure supplies and services conform to prescribed requirements. 4.2   Responsibility for Compliance - All items must meet all requirements of this contract/purchase order.  The inspection set forth in this specification shall become a part of the Contractor's overall inspection system or quality program.  The absence of any inspection requirements shall not relieve the Contractor of the responsibility of assuring that all products or supplies submitted to the Government for acceptance comply with all requirements of the contract/purchase order.  Sampling in quality conformance does not authorize submission of known defective material, either indicated or actual, not does it commit the Government to acceptance of defective material. 4.3   Records - Records of all inspection work by the Contractor shall be kept complete and available to the Government during the performance of contract/purchase order and for a period of 365 calendar days after final delivery of supplies. 5.  PACKAGING 5.1   Preservation, Packaging, Packing and Marking - Preservation, Packaging, Packing and Marking shall be in accordance with the Contract/Purchase Order Schedule and as specified below. MIL-STD 2073 PACKAGING APPLIES AS FOUND ELSEWHERE IN THE SCHEDULE 6.  NOTES 6.1  Ordering Information for Document References - The Department of Defense Single Stock Point (DODSSP), Website http://www.dsp.dla.mil/, provides product information for the Department Of Defense Index Of Specifications and Standards (DODISS) (i.e.Military/Federal Specifications and Standards), Data Item Descriptions (DIDs), and other DODSSP Products.  Most Specifications can obtained directly from http://quicksearch.dla.mil/ A.  Availability of Cancelled Documents - The DODSSP offers cancelled documentsthat are required by private industry in fulfillment of contractual obligationsin paper format.  Documents can be requested by phoning the Subscription Services Desk. B.  Commercial Specifications, Standards, and Descriptions - These specifications, standards and descriptions are not available from Government sources.  Theymay be obtained from the publishers of the applicable societies. C.  Ordnance Standards (OS), Weapons Specifications (WS), and NAVORD OSTD 600 Pages - These type publications may be obtained by submitting a request to: Commander, Indian Head Division, Naval Surface Warfare Center Code 8410P, 101 Strauss Avenue Indian Head, MD 20640-5035 D.  On post-award actions, requests for ""Official Use Only"" and ""NOFORN"" (Not Releasable To Foreign Nationals) documents must identify the Government ContractNumber, and must be submitted via the cognizant Defense Contract Management Command (DCMC) for certification of need for the document.  On pre-award actions such requests must be submitted to the PCO for certification of need for the document. E.  NOFORN Military Specifications and Standards (including Amendments, Change Notices and Supplements, but NOT interim Changes) to be ordered from: Contracting Officer NAVSUP-WSS Code 87321 5450 Carlisle Pike P.O. Box 2020 Mechanicsburg, Pa. 17055-0788 F.  Nuclear Reactor Publications Assigned NAVSEA Documents and Identification Numbers (i.e. NAVSEA Welding Standard, NAVSEA 250-1500-1) are to be ordered enue: Commanding Officer NAVSUP-WSS Code 009 5450 Carlisle Pike P.O. Box 2020 Mechanicsburg, Pa. 17055-0788 G.  Technical Manuals Assigned NAVSEA Identification Numbers (i.e. NAVSEA Welding And Brazing Procedure, NAVSEA S9074-AQ-GIB-010/248) are to be ordered from: Commanding Officer NAVSUP-WSS Code 1 Support Branch 700 Robbins Avenue Philadelphia, Pa. 19111-5094 H.  Interim Changes and Classified Specifications must be obtained by submitting a request on DD Form 1425 to NAVSUP-WSS. 6.2   Notice To Distributors/Offerors - Consideration for award of contract shall be given only to authorized distributors of the original manufacturer's item represented in this solicitation.  If you desire to be considered as a potential source for award of this contract, proof of being an authorized distributor shall be provided on company letterhead signed by a responsible company official and sent with your offer to the Procurement Contracting Officer. 6.3  In accordance with OPNAVINST 5510.1 all documents and drawings provided by the U.S. Navy to perspective Contractors must include a ""Distribution Statement"" to inform the contractor of the limits of distribution, and the safeguarding of the information contained on those documents and drawings.   There are 7 (seven) seperate distribution statement codes used for non-classified documents and drawings.  The definition for each is as follows: A... approved for public release; distribution is unlimited. B... distribution authorized to US Governments agencies only. C... distribution authorized to US Government agencies and their contractors. D... distribution authorized to DoD and DoD contractors only. E... distribution authorized to DoD Components only. F... further distribution only as directed by Commander, Naval Sea      Systems Command, code 09T. X... distribution is authorized to US Government agencies and private      individuals or enterprises eligible to obtain export controlled technical      data in accordance with OPNAVINST 5510.161.",support_services_for_water_transport,support_services_for_water_transport
"CIRCUIT BREAKER CONTACT INFORMATION|4|N713.23|HQE|7176057322|cody.s.smith26.civ@us.navy.mil| ITEM UNIQUE IDENTIFICATION AND VALUATION (JAN 2023)|19|||||||||||||||||||| INSPECTION OF SUPPLIES--FIXED-PRICE (AUG 1996)|2||| WIDE AREA WORKFLOW PAYMENT INSTRUCTIONS (JAN 2023)|16|Combo Invoice and Receiving||TBD|N00104|TBD|TBD|See Schedule|TBD|||TBd|||||| NAVY USE OF ABILITYONE SUPPORT CONTRACTOR - RELEASE OF OFFEROR INFORMATION (3-18))|1|WSS| EQUAL OPPORTUNITY (SEP 2016)|2||| BUY AMERICAN --FREE TRADE AGREEMENTS--BALANCE OF PAYMENTS PROGRAM - BASIC (NOV2023))|5|||||| ALTERNATE A, ANNUAL REPRESENTATIONS AND CERTIFICATIONS (NOV 2023)|13|||||||||||||| BUY AMERICAN-FREE TRADE AGREEMENTS-BALANCE OF PAYMENTS PROGRAM CERTIFICATE-BASIC (NOV 2023))|5|||||| BUY AMERICAN-BALANCE OF PAYMENTS PROGRAM CERTIFICATE-BASIC (NOV 2014)|1|| ANNUAL REPRESENTATIONS AND CERTIFICATIONS (MAR 2023)|13|335313|1250|||||||||||| NOTICE OF PRIORITY RATING FOR NATIONAL DEFENSE, EMERGENCY PERPARDENESS, AND ENRGY PROGAM USE (APRIL 2008))|2|||    Accelerated delivery is encouraged and accepted before the delivery date(s) listed in the schedule. ^^ All freight is FOB Origin. This RFQ is for a buy.  The resultant award of this solicitation will be issued bilaterally, requiring the contractors  written acceptance prior to execution.  Verify nomenclature, part number, and NSN prior to responding. Government source inspection is required.  Unit Price:__________ FIRM  Total Price:__________ FIRM  Procurement Turnaround Time (PTAT) :__________  Awardee CAGE: __________  Inspection & Acceptance CAGE, if not at source:__________  Delivery Vehicle (if Delivery Order requested) (if your company has a current  BOA/IDIQ, for example) :__________ Important Traceability Notice:  If you are not the manufacturer of the material you are offering, you must provide a letter/official email from the OEM confirming your company is authorized an authorized distributor of their items. \ 1.  SCOPE 1.1   This contract/purchase order contains the requirements for manufacture and the contract quality requirements for the CIRCUIT BREAKER . 2.  APPLICABLE DOCUMENTS 2.1   Applicable Documents - The document(s) listed below form a part of this contract/purchase order including modifications or exclusions. 2.1.1   ""Document References"" listed below must be obtained by the Contractor. Ordering information is included as an attachment to this contract/purchase order. 3.  REQUIREMENTS 3.1   Cage Code/Reference Number Items - The CIRCUIT BREAKER furnished under this contract/purchase order shall be the design represented by Cage Code(s) reference number(s).  Cage _______ ref. no.                      ;30086       ETN337010000C; 3.2   Marking - This item shall be physically identified in accordance with ;MIL-STD-130, REV N, 16 NOV 2012; . 3.3   Changes in Design, Material Servicing, or Part Number - Except for a Code 1 change, which shall be processed as provided in the code statement shown below, no substitution of items shall be made until the NAVICP-MECH Contracting Officer has notified and approval has been given by issuance of a written change order.  When any change in design, material, servicing or part number is made to replace or substitute any item to be furnished on this contract/purchase order, the Contractor shall furnish, for the substituting/replacement item, a drawing and an explanation of the reason for the change, explaining the reason therefor.  If finished detail drawings are not available, shop drawings in the form used by the manufacturer will be acceptable for Government evaluation.  When notifying the Procurement Contracting Officer of the reasons for making substitutions, the type of change shall be indicated by code number in accordance with one of the following statements: Code 1:  PART NUMBER CHANGE ONLY - If the Manufacturer's Part Number indicated thereon has changed, but the parts are identical in all respects, supply the item and advise NAVICP-MECH immediately of the new part number. Code 2:  Assembly (or set or kit) not furnished - Used following detail parts. Code 3:  Part not furnished separately - Use assembly. Code 4:  Part redesigned - Old and new parts are completely interchangeable. Code 5:  Part redesigned - New part replaces old.  Old part cannot replace new. Code 6:  Part redesigned - Parts not interchangeable. 4.  QUALITY ASSURANCE 4.1   Responsibility for Inspection - Unless otherwise specified in the contract/purchase order, the Contractor is responsible for the performance of all inspection requirements as specified herein.  Except as otherwise specified in the contract/purchase order, the Contractor may use his own or any other facilities suitable for the performance of the inspection requirements specified herein, unless disapproved by the Government.  The Government reserves the right to perform any of the inspections set forth in the specification where such inspections are deemed necessary to assure supplies and services conform to prescribed requirements. 4.2   Responsibility for Compliance - All items must meet all requirements of this contract/purchase order.  The inspection set forth in this specification shall become a part of the Contractor's overall inspection system or quality program.  The absence of any inspection requirements shall not relieve the Contractor of the responsibility of assuring that all products or supplies submitted to the Government for acceptance comply with all requirements of the contract/purchase order.  Sampling in quality conformance does not authorize submission of known defective material, either indicated or actual, not does it commit the Government to acceptance of defective material. 4.3   Records - Records of all inspection work by the Contractor shall be kept complete and available to the Government during the performance of contract/purchase order and for a period of 365 calendar days after final delivery of supplies. 5.  PACKAGING 5.1   Preservation, Packaging, Packing and Marking - Preservation, Packaging, Packing and Marking shall be in accordance with the Contract/Purchase Order Schedule and as specified below. MIL-STD 2073 PACKAGING APPLIES AS FOUND ELSEWHERE IN THE SCHEDULE 6.  NOTES 6.1  Ordering Information for Document References - The Department of Defense Single Stock Point (DODSSP), Website http://www.dsp.dla.mil/, provides product information for the Department Of Defense Index Of Specifications and Standards (DODISS) (i.e.Military/Federal Specifications and Standards), Data Item Descriptions (DIDs), and other DODSSP Products.  Most Specifications can obtained directly from http://quicksearch.dla.mil/ A.  Availability of Cancelled Documents - The DODSSP offers cancelled documentsthat are required by private industry in fulfillment of contractual obligationsin paper format.  Documents can be requested by phoning the Subscription Services Desk. B.  Commercial Specifications, Standards, and Descriptions - These specifications, standards and descriptions are not available from Government sources.  Theymay be obtained from the publishers of the applicable societies. C.  Ordnance Standards (OS), Weapons Specifications (WS), and NAVORD OSTD 600 Pages - These type publications may be obtained by submitting a request to: Commander, Indian Head Division, Naval Surface Warfare Center Code 8410P, 101 Strauss Avenue Indian Head, MD 20640-5035 D.  On post-award actions, requests for ""Official Use Only"" and ""NOFORN"" (Not Releasable To Foreign Nationals) documents must identify the Government ContractNumber, and must be submitted via the cognizant Defense Contract Management Command (DCMC) for certification of need for the document.  On pre-award actions such requests must be submitted to the PCO for certification of need for the document. E.  NOFORN Military Specifications and Standards (including Amendments, Change Notices and Supplements, but NOT interim Changes) to be ordered from: Contracting Officer NAVSUP-WSS Code 87321 5450 Carlisle Pike P.O. Box 2020 Mechanicsburg, Pa. 17055-0788 F.  Nuclear Reactor Publications Assigned NAVSEA Documents and Identification Numbers (i.e. NAVSEA Welding Standard, NAVSEA 250-1500-1) are to be ordered enue: Commanding Officer NAVSUP-WSS Code 009 5450 Carlisle Pike P.O. Box 2020 Mechanicsburg, Pa. 17055-0788 G.  Technical Manuals Assigned NAVSEA Identification Numbers (i.e. NAVSEA Welding And Brazing Procedure, NAVSEA S9074-AQ-GIB-010/248) are to be ordered from: Commanding Officer NAVSUP-WSS Code 1 Support Branch 700 Robbins Avenue Philadelphia, Pa. 19111-5094 H.  Interim Changes and Classified Specifications must be obtained by submitting a request on DD Form 1425 to NAVSUP-WSS. 6.2   Notice To Distributors/Offerors - Consideration for award of contract shall be given only to authorized distributors of the original manufacturer's item represented in this solicitation.  If you desire to be considered as a potential source for award of this contract, proof of being an authorized distributor shall be provided on company letterhead signed by a responsible company official and sent with your offer to the Procurement Contracting Officer. 6.3  In accordance with OPNAVINST 5510.1 all documents and drawings provided by the U.S. Navy to perspective Contractors must include a ""Distribution Statement"" to inform the contractor of the limits of distribution, and the safeguarding of the information contained on those documents and drawings.   There are 7 (seven) seperate distribution statement codes used for non-classified documents and drawings.  The definition for each is as follows: A... approved for public release; distribution is unlimited. B... distribution authorized to US Governments agencies only. C... distribution authorized to US Government agencies and their contractors. D... distribution authorized to DoD and DoD contractors only. E... distribution authorized to DoD Components only. F... further distribution only as directed by Commander, Naval Sea      Systems Command, code 09T. X... distribution is authorized to US Government agencies and private      individuals or enterprises eligible to obtain export controlled technical      data in accordance with OPNAVINST 5510.161.","ships, support_services_for_water_transport",ships
"Tritium Analysis Lab Fume Hood This ITT covers The United Kingdom Atomic Energy Authority (""the Authority's"") requirement for the design, manufacture, deliver and install a fume cupboard on the Culham site in building J1W room 005. The fume cupboard shall include electrical supplies sufficient to power the pyrolyser and associated equipment and shall incorporate suitable lighting for operations within the fume cupboard. There is no requirement for a water supply or drainage within the fume cupboard.  The UKAEA will be responsible for connecting the fume cupboard supplied to the existing ventilation system within J1W room 005. The ventilation will provide extract at 0.56 m3/sec for the fume cupboard. The supplier shall ensure that the fume cupboard design can meet all requirements of BS EN 14175 using this extract flowrate.",radiotherapy_mechanotherapy_electrotherapy_an,radiotherapy_mechanotherapy_electrotherapy_an
"Tree Maintenance - Reactive - Tree Maintenance - Reactive - Highways Highway street tree maintenance DPS1 1159, detailed specification to be used by operational teams Parking suspensions can be arranged. 14dys min advance notice for requests Crown reduction work not to undertaken during nesting season. Other works permitted Canopy reduction works can commence prior to or after nesting season This opportunity has been distributed on adamprocure.co.uk",logging_services,logging_services
"Tree Maintenance - Reactive - Tree Maintenance - Reactive - Highways Highway street tree maintenance  DPS1 1157, detailed specification to be used by operational teams  Parking suspensions can be arranged. 14dys min advance notice for requests Crown reduction work not to undertaken during nesting season. Other works permitted Canopy reduction works can commence prior to or after nesting season  This opportunity has been distributed on adamprocure.co.uk",logging_services,logging_services
"Facilities Management Services (Paterson) 1.2	The Christie NHS Foundation Trust is looking to procure a Facilities Management Service Provider to maintain the Paterson Building, Manchester. The ten storey 200,000 sq. ft research and office facility will be home to approximately 780 staff from the Trust, University of Manchester and Cancer Research UK",miscellaneous_businessrelated_services,miscellaneous_businessrelated_services
"South East Consortium Lifts Framework This is a framework covering servicing, maintenance and installations of passenger and mobility lifts.",liftmaintenance_services,liftmaintenance_services
"AKROTIRI, DHEKALIA GARRISON AND AYIOS NIKOLAOS-STRENGTHENING GYMS Professional and Technical Support for the provision of an Feasibility Study and Concept Design (RIBA Stage 2) ",,architectural_engineering_and_planning_servic
VOLUNTARY TRANSPARENCY NOTICE - 710689450 - Provision of The Warrior Programme for RN Serving Personnel This is a Voluntary Transparency Notice to advise of the MOD&apos;s intent to award a 3 year contract for Provision of the Warrior Programme for RN Serving Personnel,specialist_training_services,specialist_training_services
Civils Support DPS - South East Region Provision of civil support services to facilitate nuclear decommissioning.,services_furnished_by_business_professional_a,services_furnished_by_business_professional_a
CA13579 - MAINT4571-NMUH-GP Validation 3 year water testing and sampling agreement run via Multiquote ref: RA334399 To access this competition:  Registered: Login to https://suppliers.multiquote.com and view the opportunity CA13579. Not registered: Visit https://suppliers.multiquote.com then register and quote CA13579 as the reason for registration.   Any queries please contact MultiQuote on 0151 482 9230.,repair_and_maintenance_services_of_personal_c,repair_and_maintenance_services_of_personal_c
"PS24056 - ISO 6 Cleanroom Facility Design Development Award notice for the supply of ISO 6 Cleanroom Facility Design Development for UKRI- STFC ***** THIS IS AN AWARD NOTICE, NOT A CALL FOR COMPETITION ***** This procurement is being concluded following a one quote exercise.",architectural_design_services,architectural_design_services
"Child Vision Screening Programme To undertake visioning screening tests for children aged 4 to 5 years old, which will take place predominantly with schools within the boundaries of Sunderland.  The vision screening test will identify children aged 4 to 5 years with impaired sight, thereby enabling timely intervention.",social_services,medical_practice_and_related_services
"ACIS Group ltd EA-PD-Cow services at Beverley Road, Harworth, Doncaster The employer appoints a consultant to provide employers agent, principal designer and clerk of work services through EN procure consultancy framework Call-off with reference number 2020/S 089-213588 from Lot 1B-Employer's agent/quantity surveying services together with principal designer (lot 6B)& clerk of works services relating to a project at Beverley road, harworth, Doncaster.",construction_consultancy_services,construction_consultancy_services
Trauma Informed Pilot Psychological Provision Trauma Informed Pilot Psychological Provision,,medical_practice_and_related_services
"The Provision Of Special Educational Needs And Disability Parent And Carer Forum (SEND PCF) Service Please return your quotes along with all supporting documents via HPCS portal by 12:00 GMT, 11th March  2024. Responses must be submitted using the Haringey Procurement and Contract System (HPCS), https://s2c.waxdigital.co.uk/ProcurementLBHaringey Additional information: TUPE may apply",administrative_services_of_agencies,administrative_services_of_agencies
"The supply and installation of play and ancillary equipment at Shetland Road Recreation Ground, off Shetland Road, Tibshelf, Alfreton, Derbyshire. Bolsover District Council (the 'Authority') is issuing this invitation to tender ('ITT') in connection with the competitive procurement of the supply and installation of play and ancillary equipment at Shetland Road Recreation Ground, off Shetland Road, Tibshelf, Alfreton, Derbyshire, DE55 5QE. Additional information:  The Authority is using the In-tend e-tendering portal to conduct the procurement process ('the e-Tendering Portal'). The e-Tendering Portal can be accessed. https://in-tendhost.co.uk/Bolsoverdc all communications (including submission of Tenders) should be carried out via the e-Tendering Portal. Is a Recurrent Procurement Type? : No",articles_for_funfair_table_or_parlour_games,articles_for_funfair_table_or_parlour_games
BE24044 - Pressure Switches ***Please note that this is an award notice and not a call for competition*** UK Research and Innovation had a requirement for the supply and delivery of pressure switches. This was awarded following a competitive quotation process.,,electrical_apparatus_for_switching_or_protect
"Substance misuse Supplemental Treatment and Recovery Grant 2024/25 - BEH This notice is an Intended Approach Notice under Schedule 5 of the Provider Selection Regime (PSR). This a Grant funded service for Substance Misuse Supplemental Treatment and Recovery. Please note that as this service is subject to Grant funding, it has already identified a provider to deliver it.",miscellaneous_health_services,miscellaneous_health_services
MLCSU Digital Project Consultancy Digital Project Consultancy,systems_and_technical_consultancy_services,systems_and_technical_consultancy_services
Transcription Services the desired outcome of this procurement process is to establish a two Lot Framework Agreement that has up to 5 Suppliers on each Lot that can offer Transcription Services to the University Lot 1 English Transcription Lot 2 English & Welsh Transcription,translation_services,translation_services
Purchase and Maintenance of Disability Lifting Apparatus Purchase and Maintenance of Disability Lifting Apparatus,miscellaneous_medical_devices_and_products,miscellaneous_medical_devices_and_products
"WLC Scaffolding Framework West Lothian Council seeks to award a framework agreement for a minimum of 4 Contractors for each of the two lots. The framework will service a variety of projects ranging in value and specification and call offs will be awarded through a direct award to top ranked Contractors for lot 1 or through a mini competition for larger projects awarded on lot 2, as listed below: Lot 1 for individual projects under 50,000GBP, and Lot 2 for individual projects over the value of 50,000GBP.",structures_and_parts_of_structures,structures_and_parts_of_structures
"Embedded Mental Health and Wellbeing Support in Schools Glasgow City Council invites tender bids to be part of a flexible framework agreement to provide embedded mental health and wellbeing support services to schools across Glasgow and East Renfrewshire. For clarity, the scope of services to be provided under this Flexible Framework Agreement fall within the definition of a “social and other specific” service under the Public Contracts (Scotland) Regulations 2015.  Notwithstanding the term framework agreement this procurement is utilising the flexibility provided for within Section 7 of the Regulations in particular Regulation 76.  This ITT details the procedure being utilised by the Council for this procurement.",,social_services
"CA13048 - Hazel Community Primary School - Outsourced catering Hazel Community Primary School (HCPS) are looking for a single supplier for the supply of outsourced catering, including the build of a new on-site kitchen facility. To access this competition:  Registered: Login to https://suppliers.multiquote.com and view the opportunity CA13048. Not registered: Visit https://suppliers.multiquote.com then register and quote CA13048 as the reason for registration.   Any queries please contact MultiQuote on 0151 482 9230.",catering_services,catering_services
Education Supervisor Training for the Community Pharmacy Workforce develop/provide training to support supervisors' development for the pharmacy workforce. LOT 1 &2 Additional information:  CF Updated due to error in original CF notice,specialist_training_services,specialist_training_services
Quantity Surveying Services Quantity Surveying Services,engineering_design_services,engineering_design_services
"Provision of bus service - Route EL2 Provision of bus service route EL2 for 5 years. Please note, cost posted on Contracts Finder sometimes differ from those on the internet, this is due to post award negotiations.",missingcpv,missingcpv
CA13576 - Rental6783-NMUH-JLA Novation from Medirest to the Trust under current contract 5633 initially 12 month hire of Washers & Dryers  To access this competition:  Registered: Login to https://suppliers.multiquote.com and view the opportunity CA13576. Not registered: Visit https://suppliers.multiquote.com then register and quote CA13576 as the reason for registration.   Any queries please contact MultiQuote on 0151 482 9230.,,machinery_for_textiles
CAB20240131 MS Surface Go 3s 100 devices: Microsoft Surface Laptop Go 3 - i5 8GB 256GB SSD.   100 warranties: MICROSOFT EXTENDED HARDWARE SERVICE PLAN- EXTENDED SERVICE AGREEMENT - REPLACEMENT - 3 YEARS (FROM ORIGINAL PURCHASE DATE OF THE EQUIPMENT) - RESPONSE TIME: 3-5 BUSINESS DAYS - COMMERCIAL - FOR SURFACE LAPTOP GO   100 Generic laptop bags to house MS Surface Go 3.,dataprocessing_machines_hardware,dataprocessing_machines_hardware
"Provision of bus service - Route EL1/NEL1 Provision of bus service route EL1/NEL1 for 5 years. Please note, cost posted on Contracts Finder sometimes differ from those on the internet, this is due to post award negotiations.",missingcpv,missingcpv
"Project Management, Employer's Agent & Quantity Surveying Services for the Star Lane Traveller Site Redevelopment To support the redevelopment of Star Lane Traveller site, the Council is seeking to procure specialist project management and quantity surveying services from RIBA Stages 0-7 and employer's agents from RIBA Stage 4 onwards. This is an exciting opportunity to shape and support the delivery and redevelopment of the Star Lane traveller site. Ideally, the winning bidder would have significant experience in delivering projects with challenging communities of similar scope and value.",engineering_design_services,engineering_design_services
