ocid,release_date,start_date,end_date,country_name,buyer_name,title,description,first_code,first_text,first_score,second_code,second_text,second_score,third_code,third_text,third_score,fourth_code,fourth_text,fourth_score,fifth_code,fifth_text,fifth_score,tender_url
ocds-0c46vo-0020-supplyhertfordshire_7970,2023-10-27 12:20:20+00,,2023-10-31 00:00:00+00,UNITED KINGDOM,HERTFORDSHIRE COUNTY COUNCIL  - ADULT CARE SERVICES,HCC Oct 2023 - PPME for Advocacy Services for Adults in Hertfordshire,"Hertfordshire County Council (the ‘Council’) is carrying out Pre-Procurement Market Engagement (‘PPME’) in relation to Advocacy Services for Adults in Hertfordshire.The Council commissions independent advocacy services to ensure that our most vulnerable citizens can have their voices heard in conversations about their care and support and to promote individual choice and control in decisions that will affect their future. Further details are in the PPME document.The Council will consider the feedback received to help inform the Council’s options and further decision making. For the avoidance of doubt, this stage of the project is not part of a formal procurement process and the Council is not committing, at this stage, to carrying out such a process.",85310000,Social work services,49.0941,85320000,Social services,27.5805,85140000,Miscellaneous health services,10.0891,98130000,Miscellaneous membership organisations services,2.4517,75230000,Justice services,2.2889,https://in-tendhost.co.uk/supplyhertfordshire/aspx/ProjectManage/7970
ocds-0c46vo-0020-supplyhertfordshire_7764,2023-08-07 22:43:05+00,,2023-09-06 00:00:00+00,UNITED KINGDOM,HERTFORDSHIRE COUNTY COUNCIL  - ADULT CARE SERVICES,HCC - 08/23 - The Provision of Discharge to Assess Pathway Two/Care Home Provision,"Hertfordshire County Council is currently out to procurement for the Provision of Discharge to Assess Pathway Two/Care Home ProvisionThe purpose of this tender is to procure Discharge to Assess Services in Hertfordshire care homes for individuals leaving hospital requiring an ongoing assessment and/or enablement in a 24-hour setting.This procurement is a one stage open process.  Organisations wishing to take part in this project are invited to ‘express an interest’ and also ‘opt in’ which will give access to the full procurement documents in the e-tendering system.To be considered as a Tenderer you must complete and submit a Tender by the deadline of 12noon on the 6th September 2023.Please allow sufficient time to make your return, as Tender submissions cannot be uploaded and submitted after this return deadline. Please ensure that where possible documents are uploaded as a PDF and that file names are succinct.  Any questions relating to this procurement must be made via correspondence on the website, in accordance with the procurement documents, and can be addressed to the main contact as shown in the details above.Tenderers should be aware that due to the nature of the Services provided, any Framework Agreement formed as a result of this procurement process shall be executed as a deed. Tenderers should seek independent legal advice on the implications of this prior to submitting their Tender, where appropriate.This Framework has been broken down into the following Lots and Providers can bid on 1 or more of the Lots.Lot number	Lot TitleLot 1	                Residential Care including Dementia Residential Care East and North HertsLot 2	                Residential Care including Dementia Residential Care South and West HertsLot 3	                Nursing Care East and North HertsLot 4	                Nursing Care South and West HertsLot 5	                Complex Care –Dementia Nursing East and North HertsLot 6	                Complex Care –Dementia Nursing South and West HertsLot 7	                Complex Care – County Wide, including plus size provisionPlease note that the Framework requirements will be subject to available financial resources, supplier performance and flexibility to meet changing demands.To access this opportunity please visit https://in-tendhost.co.uk/supplyhertfordshire/aspx/Home",85310000,Social work services,49.9865,85140000,Miscellaneous health services,30.1153,85320000,Social services,14.2361,85110000,Hospital and related services,1.412,85120000,Medical practice and related services,1.1129,https://in-tendhost.co.uk/supplyhertfordshire/aspx/ProjectManage/7764
ocds-0c46vo-0020-supplyhertfordshire_8159,2023-12-19 22:23:39+00,,2024-01-25 00:00:00+00,UNITED KINGDOM,HERTFORDSHIRE COUNTY COUNCIL  - ADULT CARE SERVICES,HCC Dec 2023 – The Provision of Advocacy Services for Adults in Hertfordshire,"Hertfordshire County Council are out to procurement for the Provision of Advocacy Services for Adults in Hertfordshire.Hertfordshire County Council commissions independent advocacy services to ensure that our most vulnerable citizens can have their voices heard in conversations about their care and support and to promote individual choice and control in decisions that will affect their future.The current advocacy service supports approx. 4000 people per year through the provision of broad, complex and specialist advocacy in the community.  The service delivers a range of community advocacy services including groups.Commissioners have concluded review and evaluation activities to inform and shape the future commissioning arrangements. Considering the feedback received, the council are proposing a different approach to the delivery of advocacy services. It is the intention to award the new Contract to a single Service Provider, responsible for the delivery of an integrated service.Full details, including the benefits of this approach and partnership working, can be found in the Specification, Schedule 1 of the Terms and Conditions document.Organisations should be aware that due to the nature of the Services provided, any Contract formed as a result of this procurement process shall be executed as a deed. Organisations should seek independent legal advice on the implications of this prior to submitting their bid, where appropriate.Please Note the TUPE Employee Liability Information for this procurement has been provided along with other documentation for this procurement. TUPE related information is personal data and must be protected in accordance with the requirements of Data Protection legislation and must also be kept confidential. Therefore, by accessing this Tender via Supply Hertfordshire and then the View Details button and accessing the documentation for this procurement, Tenderers agree to undertake to treat the information as confidential and commercially sensitive at all times and take all reasonable steps to prevent any inadvertent disclosure to any third party.",85310000,Social work services,42.9354,85320000,Social services,30.9274,85140000,Miscellaneous health services,11.7579,98130000,Miscellaneous membership organisations services,2.5741,75230000,Justice services,2.2665,https://in-tendhost.co.uk/supplyhertfordshire/aspx/ProjectManage/8159
ocds-0c46vo-0020-supplyhertfordshire_8307,2024-02-02 23:16:43+00,,2024-02-23 00:00:00+00,UNITED KINGDOM,HERTFORDSHIRE COUNTY COUNCIL  - ADULT CARE SERVICES,HCC - 02/24 - Pre-Procurement Market Engagement for Supported Living Strategic Review,"Hertfordshire County Council (the “Council”) is carrying out Pre-Procurement Market Engagement (“PPME”) for Supported Living Strategic ReviewThe Council is seeking input from the market as to what might be the most attractive way of packaging and scoping any future opportunity for contracts.  This input will help inform any resultant procurement process. Please refer to the PPME document for more detailed information.The Council will consider the feedback received to help inform the Council’s options and further decision making. For the avoidance of doubt, this stage of the project is not part of a formal procurement process, and the Council is not committing, at this stage, to carrying out such a process. Participation or non-participation in the PPME shall not prevent any supplier participating in a potential future procurement, nor is it intended that any information supplied as part of the PPME shall place any supplier at an advantage in a potential procurement process. Participation in the PPME will be at each organisation’s own cost. No expense in responding to this PPME will be reimbursed by the Council.Further information can be found within the attached documentation. You are invited to submit a completed questionnaire by 12 noon on 23rd February 2024. Organisations which feel that they may be able to deliver the Outcomes and would like to attend an individual meeting with the Council should email their request via email tarn.gascoyne@hertfordshire.gov.uk by 12:00 noon on the 19th Feb 24. Please note that attendance requests for the subsequent supplier meetings on the 26 Feb – 1Mar (which should be no more than 2 representatives from each organisation) will last no longer than 60 minutes. Please note that the individual supplier meetings will be based on the Outcomes identified by the Council. Please log in or register at https://in-tendhost.co.uk/supplyhertfordshire/aspx/Home",79410000,Business and management consultancy services,18.2333,73210000,Research consultancy services,17.1067,75120000,Administrative services of agencies,13.7843,73110000,Research services,10.9308,79310000,Market research services,9.827,https://in-tendhost.co.uk/supplyhertfordshire/aspx/ProjectManage/8307
ocds-0c46vo-0020-supplyhertfordshire_7949,2023-10-27 12:20:20+00,,2023-11-03 00:00:00+00,UNITED KINGDOM,HERTFORDSHIRE COUNTY COUNCIL - CHILDREN'S SERVICES,HCC - 10/23 - The Provision of  Understanding my Autism and ADHD,"Hertfordshire County Council is currently out to procurement for the Provision of Understanding my Autism and ADHDHertfordshire County Council seeks to put in place a framework of providers for Autism and/or ADHD support for Children and Young People (CYP) between 7-16 years old to understand their diagnoses; to enable Hertfordshire to have a flexible model in place that can respond to potential changes in levels of need and/or funding availability in future years. This contract is a pilot and will be designed to test out a variety of offers to help CYP understand their diagnoses. HCC are inviting providers to bid to be on the Understanding my Autism and ADHD framework which is split into 2 lots based on two levels of need. Providers will co-ordinate, delivery and evaluation outcomes for various offers for CYP to understand their own diagnosis. Lot number	Lot TitleLot 1	                Early Help CYP offerLot 2	                Targeted CYP offerThis procurement is an open process.  Organisations wishing to take part in this project are invited to ‘express an interest’ and also ‘opt in’ which will give access to the full procurement documents in the e-tendering system.To be considered as a Tenderer you must complete and submit a Tender by the deadline of 12 noon on the 3rd November 2023.Please allow sufficient time to make your return, as Tender submissions cannot be uploaded and submitted after this return deadline. Please ensure that where possible documents are uploaded as a PDF and that file names are succinct.  Any questions relating to this procurement must be made via correspondence on the website, in accordance with the procurement documents, and can be addressed to the main contact as shown in the details above.Tenderers should be aware that due to the nature of the Services provided, any Contract formed as a result of this procurement process shall be executed as a deed. Tenderers should seek independent legal advice on the implications of this prior to submitting their Tender, where appropriate.Please note that the contract requirements will be subject to available financial resources, supplier performance and flexibility to meet changing demands.To access this opportunity please visit https://in-tendhost.co.uk/supplyhertfordshire/aspx/Home",85310000,Social work services,32.4331,85140000,Miscellaneous health services,17.158,85320000,Social services,16.674,85120000,Medical practice and related services,9.9672,75120000,Administrative services of agencies,4.7177,https://in-tendhost.co.uk/supplyhertfordshire/aspx/ProjectManage/7949
ocds-0c46vo-0020-supplyhertfordshire_8119,2023-12-07 22:22:32+00,,2024-01-11 00:00:00+00,UNITED KINGDOM,HERTFORDSHIRE COUNTY COUNCIL - CHILDREN'S SERVICES,HCC - Nov 23 - The Provision of Residential Placements for Four (4) / Five (5) Children and Young People Aged 7-18 with Highly Challenging Behaviour and Complex Needs,"Hertfordshire County Council is currently out to procurement for The Provision of Residential Placements for Four (4) / Five (5) Children and Young People Aged 7-18 with Highly Challenging Behaviour and Complex Needs.This procurement is an Open (one stage process).  Organisations wishing to take part in this project are invited to ‘express interest’ which will give access to the full procurement documents in the e-tendering system.The deadline for Expressions of Interest is 11.01.2024.To be considered as a Bidder you must complete and submit a Bid by the deadline of 12:00 Noon on 11.01.2024.Please allow sufficient time to make your return, as Tender submissions cannot be uploaded and submitted after this return deadline.Any questions relating to this procurement must be made via correspondence on the website, in accordance with the procurement documents and can be addressed to the main contact as shown in the details above.Tenderers should be aware that due to the nature of the Services provided, any Contract formed as a result of this procurement process shall be executed as a deed. Tenderers should seek independent legal advice on the implications of this prior to submitting their Tender, where appropriate.Please Note The TUPE Employee Liability Information for this procurement has been provided along with other documentation for this procurement. TUPE related information must be protected  as personal data in accordance with the requirements of Data Protection legislation and must also be kept confidential.   By clicking on the View Details button and accessing the documentation for this procurement, Tenderers agree:a)To undertake to treat the information as confidential and commercially sensitive at all times and take all reasonable steps to prevent any inadvertent disclosure to any third party .b)That under no circumstances will any of the information be disclosed by your organisation or your personnel to any third party without the Council’s prior consent in writing.c)That the information supplied will be stored securely and destroyed or returned to the Council, after your Organisation’s bid has been submitted or you decide not to proceed with a tender submission. d)That you will indemnify the Council for any  losses,  arising from your breach or breach by any of your personnel of these confidentiality requirements specified above and data protection requirements in relation to TUPE Employee Liability Information.e)The requirements above apply whether the supplier uploads a tender response to this procurement or not.The use of Lots has been considered for this procurement, but have not been used, as the Council requires an integrated and cohesive provision across the Service.  To access this opportunity and for a full suite of tender documents please visit https://in-tendhost.co.uk/supplyhertfordshire/aspx/Home.",85310000,Social work services,50.6701,85140000,Miscellaneous health services,23.8443,85320000,Social services,15.7116,85120000,Medical practice and related services,2.3557,75120000,Administrative services of agencies,1.2633,https://in-tendhost.co.uk/supplyhertfordshire/aspx/ProjectManage/8119
ocds-0c46vo-0020-supplyhertfordshire_7894,2023-10-27 12:20:20+00,,2023-11-06 00:00:00+00,UNITED KINGDOM,HERTFORDSHIRE COUNTY COUNCIL - CHILDREN'S SERVICES,"HCC Sept 2023 - The Provision of Children and Young Persons Advocacy Services for Bedfordshire Borough Council, Hertfordshire County Council and Luton Borough Council","Hertfordshire County Council (hereinafter referred to as the Council), along with Luton Borough Council and Bedford Borough Council (hereinafter referred to as the Participating Authorities) are out to tender for a joint procurement for the Provision of Children and Young Persons Advocacy Services. Hertfordshire County Council are the leading on this procurement.The aim is for all children and young people to have access to appropriate support and representation to ensure their rights are protected and their wishes and feelings are listened to and taken into account.  To support this aim the Participating Authorities have a requirement for the provision of independent advocacy services for children and young people.  Services are expected to be delivered in line with the National Standards for The Provision of Children’s Advocacy.The Contract Period for this Contract is an initial period of three (3) years with the option to extend to a further two (2) years at twelve (12) month intervals. Therefore, the maximum duration of this Contract could be five (5) years. Full details, including the breakdown of spend by each of the Participating Authorities, are in the tender document set.Organisations should be aware that due to the nature of the Services provided, any Contract formed as a result of this procurement process shall be executed as a deed. Organisations should seek independent legal advice on the implications of this prior to submitting their bid, where appropriate.Please Note the TUPE Employee Liability Information for this procurement has been provided along with other documentation for this procurement. TUPE related information is personal data and must be protected in accordance with the requirements of Data Protection legislation and must also be kept confidential. Therefore, by accessing this Tender via Supply Hertfordshire and then the View Details button and accessing the documentation for this procurement, Tenderers agree to undertake to treat the information as confidential and commercially sensitive at all times and take all reasonable steps to prevent any inadvertent disclosure to any third party.",85310000,Social work services,65.6714,85320000,Social services,13.9852,85140000,Miscellaneous health services,6.6563,79410000,Business and management consultancy services,1.6577,75230000,Justice services,1.4812,https://in-tendhost.co.uk/supplyhertfordshire/aspx/ProjectManage/7894
ocds-0c46vo-0020-supplyhertfordshire_7958,2023-10-27 12:20:20+00,,2023-12-19 00:00:00+00,UNITED KINGDOM,HERTFORDSHIRE COUNTY COUNCIL - CHILDREN'S SERVICES,HCC - Oct 23 - The Provision of Community Short Breaks for Disabled Children and Young People in Hertfordshire,"Hertfordshire County Council is currently out to procurement for the Provision of Community Short Breaks for Disabled Children and Young People in Hertfordshire.  This Framework Agreement is split into the following Lots:1.	Holiday Clubs2.	Activity Clubs3.	Buddying / MentoringThis procurement is an Open (one stage process).  Organisations wishing to take part in this project are invited to ‘express interest’ which will give access to the full procurement documents in the e-tendering system.To be considered as a Tenderer you must complete and submit a Bid by the deadline of 12:00 Noon on 19.12.2023.Please allow sufficient time to make your return, as Tender submissions cannot be uploaded and submitted after this return deadline.Any questions relating to this procurement must be made via correspondence on the website, in accordance with the procurement documents and can be addressed to the main contact as shown in the details above.Tenderers should be aware that due to the nature of the Services provided, any Framework Agreement formed as a result of this procurement process shall be executed as a deed. Tenderers should seek independent legal advice on the implications of this prior to submitting their Tender, where appropriate.To access this opportunity and for a full suite of tender documents please visit https://in-tendhost.co.uk/supplyhertfordshire/aspx/Home.",85310000,Social work services,48.7277,85320000,Social services,25.5008,55240000,Holiday centre and holiday home services,5.7997,85140000,Miscellaneous health services,2.8818,79990000,Miscellaneous business-related services,2.4405,https://in-tendhost.co.uk/supplyhertfordshire/aspx/ProjectManage/7958
ocds-0c46vo-0020-supplyhertfordshire_8310,2024-02-05 23:00:15+00,,2024-03-22 00:00:00+00,UNITED KINGDOM,HERTFORDSHIRE COUNTY COUNCIL - CHILDREN'S SERVICES,"HCC - 02/24 - Provision of Family Centre Service, Family Support Service","Hertfordshire County Council (the Council) is responsible for commissioning a range of services to support children, young people and their families achieve their full potential, enabling families to access the right support at the right time.Currently Hertfordshire’s Family Centre Service (FCS) is commissioned in 2 parts:•	Family Support Services commissioned in 4 quadrant lots to deliver family support and delegated elements of the Healthy Child Programme•	Public Health Nursing commissioned as one county-wide lot to deliver the Healthy Child programmeThe new family Support Service contract will be procured as a single contract covering Hertfordshire.This procurement is an Open process.  Organisations wishing to take part in this project are invited to ‘express an interest’ and also ‘opt in’ which will give access to the full procurement documents in the e-tendering system.To be considered as a Tenderer you must complete and submit a Tender by the deadline of 12 Noon on Friday 22nd March 2024.Please allow sufficient time to make your return, as Tender submissions cannot be uploaded and submitted after this return deadline. Please ensure that where possible documents are uploaded as a PDF and that file names are succinct.  Any questions relating to this procurement must be made via correspondence on the website, in accordance with the procurement documents, and can be addressed to the main contact as shown in the details above.Tenderers should be aware that due to the nature of the Services provided, any Contract formed as a result of this procurement process shall be executed as a deed. Tenderers should seek independent legal advice on the implications of this prior to submitting their Tender, where appropriate.Please note that the contract requirements will be subject to available financial resources, supplier performance and flexibility to meet changing demands.Please Note the TUPE Employee Liability Information for this procurement has been provided along with other documentation for this procurement. TUPE related information is personal data and must be protected in accordance with the requirements of Data Protection legislation and must also be kept confidential. Therefore, by accessing this Tender via Supply Hertfordshire and then the View Details button and accessing the documentation for this procurement, Tenderers agree to undertake to treat the information as confidential and commercially sensitive at all times and take all reasonable steps to prevent any inadvertent disclosure to any third party.To access this opportunity please visit https://in-tendhost.co.uk/supplyhertfordshire/aspx/Home",85310000,Social work services,44.3974,85320000,Social services,30.4238,85140000,Miscellaneous health services,14.035,85120000,Medical practice and related services,3.4311,85110000,Hospital and related services,1.417,https://in-tendhost.co.uk/supplyhertfordshire/aspx/ProjectManage/8310
ocds-0c46vo-0020-supplyhertfordshire_7946,2023-10-27 12:20:20+00,,2023-11-03 00:00:00+00,UNITED KINGDOM,HERTFORDSHIRE COUNTY COUNCIL - CHILDREN'S SERVICES,HCC - 09/23 - The Provision of Birth Relative Counselling,"Hertfordshire County Council is currently out to procurement for Birth Relative CounsellingHertfordshire County Council (“the Council”) are commissioning one (1) Independent Ofsted Registered Adoption Support Agency to provide a Birth Relative Counselling Service to birth relatives of children placed for adoption.This procurement is an open process.  Organisations wishing to take part in this project are invited to ‘express an interest’ and also ‘opt in’ which will give access to the full procurement documents in the e-tendering system.To be considered as a Tenderer you must complete and submit a Tender by the deadline of 12 noon on the 3rd November 2023.Please allow sufficient time to make your return, as Tender submissions cannot be uploaded and submitted after this return deadline. Please ensure that where possible documents are uploaded as a PDF and that file names are succinct.  Any questions relating to this procurement must be made via correspondence on the website, in accordance with the procurement documents, and can be addressed to the main contact as shown in the details above.The use of Lots has been considered for this procurement, but have not been used, because the Council requires one Provider to deliver one primary service requirement - counselling for birth relatives. It is therefore not suitable to break this requirement into Lots.Please note that the contract requirements will be subject to available financial resources, supplier performance and flexibility to meet changing demands.To access this opportunity please visit https://in-tendhost.co.uk/supplyhertfordshire/aspx/Home",85310000,Social work services,58.204,85320000,Social services,16.6632,85140000,Miscellaneous health services,14.1454,85120000,Medical practice and related services,2.8481,85110000,Hospital and related services,1.5009,https://in-tendhost.co.uk/supplyhertfordshire/aspx/ProjectManage/7946
ocds-0c46vo-0020-supplyhertfordshire_7869,2023-08-30 23:22:55+00,,2023-10-11 00:00:00+00,UNITED KINGDOM,HERTFORDSHIRE COUNTY COUNCIL - CHILDREN'S SERVICES,HCC - Aug 23 - Contract for the Provision of Residential Placements for Two (2)/Three (3) Children/Young People Aged 7-18 with Highly Challenging Behaviour and Complex Needs – St Albans Road,"Hertfordshire County Council is currently out to procurement for the Provision of Residential Placements for Two (2)/Three (3) Children/Young People Aged 7-18 with Highly Challenging Behaviour and Complex Needs at their St Albans Road site.This procurement is an Open (one stage process).  Organisations wishing to take part in this project are invited to ‘express interest’ which will give access to the full procurement documents in the e-tendering system.The deadline for Expressions of Interest is 11.10.2023.To be considered as a Bidder you must complete and submit a Bid by the deadline of 12:00 Noon on 11.10.2023.Please allow sufficient time to make your return, as Tender submissions cannot be uploaded and submitted after this return deadline.Any questions relating to this procurement must be made via correspondence on the website, in accordance with the procurement documents and can be addressed to the main contact as shown in the details above.Tenderers should be aware that due to the nature of the Services provided, any Contract formed as a result of this procurement process shall be executed as a deed. Tenderers should seek independent legal advice on the implications of this prior to submitting their Tender, where appropriate.The use of Lots has been considered for this procurement, but have not been used, as the Council requires an integrated and cohesive provision across the Service.  To access this opportunity and for a full suite of tender documents please visit https://in-tendhost.co.uk/supplyhertfordshire/aspx/Home.",85310000,Social work services,59.0229,85140000,Miscellaneous health services,17.1085,85320000,Social services,15.788,85120000,Medical practice and related services,2.3715,75120000,Administrative services of agencies,0.9679,https://in-tendhost.co.uk/supplyhertfordshire/aspx/ProjectManage/7869
ocds-0c46vo-0020-supplyhertfordshire_8305,2024-02-02 23:16:43+00,,2024-03-05 00:00:00+00,UNITED KINGDOM,HERTFORDSHIRE COUNTY COUNCIL - ENVIRONMENT,HCC - 02/24 - Th Provision of Hertfordshire Skills Bootcamp Wave 5,"Hertfordshire County Council (HCC) is currently out to procurement for the Provision of Hertfordshire Skills Bootcamp Wave 5HCC is looking to procure Skills Bootcamps delivery for 2024/25 (funded via the Department for Education’s (DfE) National Skills Fund) from 1st May 2024 to 30th September 2025 with the option to extend on a 1+1 basis subject to HCC receiving continued funding. The Framework Agreement has been broken down in to the following Lots and bidders may bid for one or all of the Lots;Lot number	Lot TitleLot 1                      Green IndustriesLot 2                      Film, TV and Creative IndustriesLot 3                      Other sectors including Life Sciences, Early Years, Construction/Engineering, Hospitality, Health and DigitalThis procurement is an open process.  Organisations wishing to take part in this project are invited to ‘express an interest’ and also ‘opt in’ which will give access to the full procurement documents in the e-tendering system.To be considered as a Tenderer you must complete and submit a Tender by the deadline of 12 noon on the 5th March 2024.Please allow sufficient time to make your return, as Tender submissions cannot be uploaded and submitted after this return deadline. Please ensure that where possible documents are uploaded as a PDF and that file names are succinct.  Any questions relating to this procurement must be made via correspondence on the website, in accordance with the procurement documents, and can be addressed to the main contact as shown in the details above.Tenderers should be aware that due to the nature of the Services provided, any Contract formed as a result of this procurement process shall be executed as a deed. Tenderers should seek independent legal advice on the implications of this prior to submitting their Tender, where appropriate.Please note that the contract requirements will be subject to available financial resources, supplier performance and flexibility to meet changing demands.To access this opportunity please visit https://in-tendhost.co.uk/supplyhertfordshire/aspx/Home",80530000,Vocational training services,17.3614,80520000,Training facilities,17.155,80510000,Specialist training services,9.8807,80310000,Youth education services,6.757,80570000,Personal development training services,5.6384,https://in-tendhost.co.uk/supplyhertfordshire/aspx/ProjectManage/8305
ocds-0c46vo-0020-supplyhertfordshire_7887,2023-09-08 22:05:51+00,,2023-10-09 00:00:00+00,UNITED KINGDOM,HERTFORDSHIRE COUNTY COUNCIL - ENVIRONMENT,HCC - 09/23 - The Provision of Facilities for the Treatment of Green Garden Waste from Recycling Centres in Hertfordshire,"Hertfordshire County Council is currently out to procurement for the Provision of Facilities for the Treatment of Green Garden Waste from Recycling Centres in HertfordshireThe Council is seeking to enter into a contractual arrangement with a Contractor/Contractors to provide management of Contract Material arising at the Recycling Centres in the Council Area, such that the Contract Material is re-used, recycled, or recovered to the greatest extent possible. This Contract has been broken into the following Lots and tenderers can apply for 1 or more or all Lots.Lot Number	Lot TitleLot 1	                HoddesdonLot 2	                TurnfordLot 3	                BerkhamstedLot 4	                Hemel HempsteadLot 5	                Bishop's StortfordLot 6	                WareLot 7	                ElstreeLot 8	                Potters BarLot 9	                LetchworthLot 10	                RoystonLot 11	                St. AlbansLot 12	                HarpendenLot 13	                StevenageLot 14	                RickmansworthLot 15	                WaterdaleLot 16	                Welwyn Garden CityThis procurement is an open process.  Organisations wishing to take part in this project are invited to ‘express an interest’ and also ‘opt in’ which will give access to the full procurement documents in the e-tendering system.To be considered as a Tenderer you must complete and submit a Tender by the deadline of 12 noon on the 9th October 2023Please allow sufficient time to make your return, as Tender submissions cannot be uploaded and submitted after this return deadline. Please ensure that where possible documents are uploaded as a PDF and that file names are succinct.  Any questions relating to this procurement must be made via correspondence on the website, in accordance with the procurement documents, and can be addressed to the main contact as shown in the details above.Tenderers should be aware that due to the nature of the Services provided, any Contract formed as a result of this procurement process shall be executed as a deed. Tenderers should seek independent legal advice on the implications of this prior to submitting their Tender, where appropriate.Please note that the contract requirements will be subject to available financial resources, supplier performance and flexibility to meet changing demands.To access this opportunity please visit https://in-tendhost.co.uk/supplyhertfordshire/aspx/Home",90510000,Refuse disposal and treatment,47.3363,90530000,Operation of a refuse site,17.6705,77120000,Composting services,11.6521,90520000,"Radioactive-, toxic-, medical- and hazardous waste services",3.0444,44610000,"Tanks, reservoirs, containers and pressure vessels",2.3842,https://in-tendhost.co.uk/supplyhertfordshire/aspx/ProjectManage/7887
ocds-0c46vo-0020-supplyhertfordshire_7886,2023-09-08 22:05:51+00,,2023-10-09 00:00:00+00,UNITED KINGDOM,HERTFORDSHIRE COUNTY COUNCIL - ENVIRONMENT,HCC - 09/23 - The Provision of Facilities for the Collection and Treatment of Scrap Metals and Lead Acid Batteries from Recycling Centres in Hertfordshire,"Hertfordshire County Council is currently out to procurement for the Provision of Facilities for the Collection and Treatment of Scrap Metals and Lead Acid Batteries from Recycling Centres in HertfordshireThe Council is seeking to enter into a contractual arrangement with a Contractor/Contractors to provide management of Contract Material arising at the Recycling Centres in the Council Area, such that the Contract Material is recycled to the greatest extent possible. This Contract has been broken into the following Lots and tenderers can apply for 1 or more or all Lots.Lot Number	Lot TitleLot 1	                FerrousLot 2	                Non-ferrousLot 3	                Lead Acid Batteries (Car)This procurement is an open process.  Organisations wishing to take part in this project are invited to ‘express an interest’ and also ‘opt in’ which will give access to the full procurement documents in the e-tendering system.To be considered as a Tenderer you must complete and submit a Tender by the deadline of 12 noon on the 9th October 2023Please allow sufficient time to make your return, as Tender submissions cannot be uploaded and submitted after this return deadline. Please ensure that where possible documents are uploaded as a PDF and that file names are succinct.  Any questions relating to this procurement must be made via correspondence on the website, in accordance with the procurement documents, and can be addressed to the main contact as shown in the details above.Tenderers should be aware that due to the nature of the Services provided, any Contract formed as a result of this procurement process shall be executed as a deed. Tenderers should seek independent legal advice on the implications of this prior to submitting their Tender, where appropriate.Please note that the contract requirements will be subject to available financial resources, supplier performance and flexibility to meet changing demands.To access this opportunity please visit https://in-tendhost.co.uk/supplyhertfordshire/aspx/Home",90510000,Refuse disposal and treatment,40.3352,90520000,"Radioactive-, toxic-, medical- and hazardous waste services",19.2121,90530000,Operation of a refuse site,8.5709,44610000,"Tanks, reservoirs, containers and pressure vessels",8.343,34920000,Road equipment,3.0554,https://in-tendhost.co.uk/supplyhertfordshire/aspx/ProjectManage/7886
ocds-0c46vo-0020-supplyhertfordshire_8155,2023-12-14 22:17:23+00,,2024-02-26 00:00:00+00,UNITED KINGDOM,HERTFORDSHIRE COUNTY COUNCIL - ENVIRONMENT,HCC - 12/23 - The Provision of a Highways Services Term Maintenance Contract,"Hertfordshire County Council is currently out to procurement for the provision of a Highways Services Term Maintenance ContractHertfordshire County Council (the “Authority”) wishes to appoint a service provider to deliver a highways services term maintenance contract (the “Contract”). The Authority is looking to forge a long-term collaborative relationship with a service provider that delivers a Contract that actively supports the Authority’s corporate objectives and provides added value to the County. The Authority wishes to facilitate the appointed service provider to identify and implement innovative solutions, establishing a new way of delivering the services to maximise the potential for success for both itself and the appointed service provider throughout the lifetime of the Contract. At present, the highways maintenance services are delivered through the Authority’s existing highways services term maintenance contract which is due to expire in September 2025.This procurement is a Competitive Procedure with Negotiation.  Organisations wishing to take part in this project are invited to ‘express an interest’ and also ‘opt in’ which will give access to the full procurement documents in the e-tendering system.To be considered as a Tenderer you must complete and submit a Supplier Questionnaire (SQ) by the deadline of 12 noon on the 26th February 2024Please allow sufficient time to make your return, as SQ submissions cannot be uploaded and submitted after this return deadline. Please ensure that where possible documents are uploaded as a PDF and that file names are succinct.  Any questions relating to this procurement must be made via correspondence on the website, in accordance with the procurement documents, and can be addressed to the main contact as shown in the details above.Tenderers should be aware that due to the nature of the Services provided, any Contract formed as a result of this procurement process shall be executed as a deed. Tenderers should seek independent legal advice on the implications of this prior to submitting their Tender, where appropriate.The use of Lots has been considered for this procurement, but have not been used, because it is a term service contract for the provision of ongoing services. As such, the requirements of the contract do not suit a Lot base structure, with a single supplier approach being the optimal delivery route for these services.  Please note that the contract requirements will be subject to available financial resources, supplier performance and flexibility to meet changing demands.Please Note the TUPE Employee Liability Information for this procurement has been provided along with other documentation for this procurement. TUPE related information is personal data and must be protected in accordance with the requirements of Data Protection legislation and must also be kept confidential. Therefore, by accessing this Tender via Supply Hertfordshire and then the View Details button and accessing the documentation for this procurement, Tenderers agree to undertake to treat the information as confidential and commercially sensitive at all times and take all reasonable steps to prevent any inadvertent disclosure to any third party.To access this opportunity please visit https://in-tendhost.co.uk/supplyhertfordshire/aspx/Home",45230000,"Construction work for pipelines, communication and power lines, for highways, roads, airfields and railways; flatwork",30.301,50230000,"Repair, maintenance and associated services related to roads and other equipment",27.1596,90610000,Street-cleaning and sweeping services,6.5685,77310000,Planting and maintenance services of green areas,4.8291,90620000,Snow-clearing services,3.9136,https://in-tendhost.co.uk/supplyhertfordshire/aspx/ProjectManage/8155
